Date;Name;Type;Open_price;Value;Close_price;Reasons;Step;Step_price;Delta;Total
2022-04-10;BTC;шорт;42600,8;1;43164,5;stop;1;0,02;-11,274;2586,5698
2022-04-10;BNB;шорт;425,62;1;422,03;hands;1;0,5;1,795;2588,3648
2022-04-10;BTC;шорт;42601,1;1;43164,5;stop;1;0,01;-5,634;2582,7308
2022-04-10;BTC;шорт;42548,4;1;43164,5;stop;1;0,01;-6,161;2576,5698
2022-04-10;BNB;шорт;424,08;1;422,03;hands;1;0,5;1,025;2577,5948
2022-04-10;CHR;лонг;0,49;1;0,4835;stop;1;200;-1,34;2576,2548
2022-04-10;BTC;шорт;42503,6;1;43164,5;stop;1;0,02;-13,218;2563,0368
2022-04-11;BTC;лонг;40975,9;1;40812,9;stop;1;0,02;-3,26;2559,7768
2022-04-11;ALGO;лонг;0,71;1;0,7139;hands;1;1000;0,4;2560,1768
2022-04-11; SOL;шорт;102,33;1;99,02;Take;1;4;13,24;2573,4168
2022-04-11;ALGO;шорт;0,71;1;0,6855;Take;1;500;13,75;2587,1668
2022-04-11;ALGO;шорт;0,72;1;0,6855;Take;1;100;3,11;2590,2768
2022-04-11;ALGO;шорт;0,72;1;0,6855;Take;1;100;3,24;2593,5168
2022-04-11;BTC;шорт;40443;1;39512;Take;1;0,02;18,62;2612,1368
2022-04-11;BTC;шорт;39755,4;1;39512;Take;1;0,02;4,868;2617,0048
2022-04-11;BTC;шорт;39825,7;1;39512;Take;1;0,02;6,274;2623,2788
2022-04-11;ALGO;шорт;0,71;1;0,6855;Take;1;200;4,6;2627,8788
2022-04-11; SOL;шорт;100,47;1;99,02;Take;1;4;5,8;2633,6788
2022-04-11;BTC;шорт;40080,4;1;39512;Take;1;0,02;11,368;2645,0468
2022-04-11;ALGO;шорт;0,7;1;0,6855;Take;1;100;1,52;2646,5668
2022-04-12;MATIC;лонг;1,37;1;1,41;Take;1;1500;53,1;2699,6668
2022-04-12;NEAR;лонг;16,24;1;16,913;Take;1;120;81,12;2780,7868
2022-04-12;ALGO;шорт;0,74;1;0,74;stop;1;1000;1,6;2782,3868
2022-04-12;BTC;шорт;40433,9;1;40265,8;Take;1;0,05;8,405;2790,7918
2022-04-12;MATIC;шорт;1,46;1;1,421;Take;1;1300;48,23;2839,0218
2022-04-12;ETH;шорт;3037,13;1;3055,55;Take;1;1;-18,42;2820,6018
2022-04-12;ETC;шорт;37,67;1;38,6;hands;1;30;-27,87;2792,7318
2022-04-12;ALGO;шорт;0,73;1;0,7203;Take;1;1000;6,4;2799,1318
2022-04-12; SOL;лонг;103,96;1;102,65;stop;1;10;-13,1;2786,0318
2022-04-12;ALGO;лонг;0,72;1;0,7184;stop;1;1000;-3,8;2782,2318
2022-04-12;BTC;шорт;39692,3;1;39948,3;stop;1;0,05;-12,8;2769,4318
2022-04-12;BTC;шорт;39750,08;1;39948,3;stop;1;0,05;-9,911;2759,5208
2022-04-12;ALGO;шорт;0,71;1;0,7214;stop;1;1000;-7,4;2752,1208
2022-04-13;BTC;шорт;39894,5;1;40021,6;stop;1;0,1;-12,71;2739,4108
2022-04-13;BTC;шорт;40508,9;1;40630;stop;1;0,1;-12,11;2727,3008
2022-04-13; SOL;шорт;103,2;1;104,4;stop;1;10;-12;2715,3008
2022-04-13;BTC;шорт;40702,7;1;41088;stop;1;0,1;-38,53;2676,7708
2022-04-13;NEAR;шорт;16,08;1;16,399;stop;1;120;-38,04;2638,7308
2022-04-13;NEAR;лонг;16,51;1;16,421;stop;1;100;-8,5;2630,2308
2022-04-13;BTC;лонг;41155;1;40979,5;stop;1;0,1;-17,55;2612,6808
2022-04-13;SOL;лонг;105,86;1;104,7;stop;1;10;-11,6;2601,0808
2022-04-14;BCH;шорт;343,33;1;343,86;hands;1;3;-1,59;2599,4908
2022-04-14;BCH;шорт;345,84;1;343,86;hands;1;1;1,98;2601,4708
2022-04-14;ALGO;шорт;0,76;1;0,7494;Take;1;200;1,94;2603,4108
2022-04-14;ALGO;шорт;0,76;1;0,7494;Take;1;200;1,6;2605,0108
2022-04-14;ALGO;шорт;0,76;1;0,7494;Take;1;100;0,97;2605,9808
2022-04-14;ALGO;шорт;0,76;1;0,7494;Take;1;300;2,22;2608,2008
2022-04-14;MATIC;шорт;1,41;1;1,4055;Take;1;1000;5,5;2613,7008
2022-04-14;BTC;шорт;41155,5;1;41099,7;Take;1;0,05;2,79;2616,4908
2022-04-14;BNB;шорт;419,82;1;418,8;Take;1;5;5,1;2621,5908
2022-04-14;MATIC;шорт;1,42;1;1,4055;Take;1;100;1,11;2622,7008
2022-04-14;BTC;лонг;41129,8;1;40958;stop;1;0,06;-10,308;2612,3928
2022-04-14;NEAR;лонг;17,66;1;17,55;stop;1;130;-14,3;2598,0928
2022-04-14;BTC;лонг;40883,7;1;41151;Take;1;0,1;26,73;2624,8228
2022-04-14;BTC;шорт;40685;1;40496;Take;1;0,1;18,9;2643,7228
2022-04-14;BTC;лонг;40407;1;40095;stop;1;0,1;-31,2;2612,5228
2022-04-14;BTC;лонг;39970;1;39620;stop;1;0,1;-35;2577,5228
2022-04-14;BTC;лонг;39704;1;39620;stop;1;0,1;-8,4;2569,1228
2022-04-14;BTC;шорт;39606;1;39705;stop;1;0,1;-9,9;2559,2228
2022-04-15;BTC;лонг;40058;1;40134;Take;1;0,1;7,6;2566,8228
2022-04-15;ALGO;шорт;0,73;1;0,7361;stop;1;1000;-2,8;2564,0228
2022-04-15;MATIC;шорт;1,39;1;1,3719;Take;1;1000;18,1;2582,1228
2022-04-15;BTC;лонг;40120;1;40030;stop;1;0,1;-9;2573,1228
2022-04-16;NEAR;лонг;15,99;1;15,995;Take;1;13;0,065;2573,1878
2022-04-16;BTC;лонг;40076;1;39967,9;stop;1;0,1;-10,81;2562,3778
2022-04-16;NEAR;лонг;15,72;1;15,579;stop;1;100;-14,2;2548,1778
2022-04-16;CHR;лонг;1,37;1;1,3702;Take;1;1000;3,2;2551,3778
2022-04-16;BNB;лонг;412,4;1;413,14;Take;1;5;3,7;2555,0778
2022-04-16;BTC;лонг;40051,6;1;40128,2;Take;1;0,1;7,66;2562,7378
2022-04-17;ALGO;лонг;0,74;1;0,7402;Take;1;2000;1,2;2563,9378
2022-04-17;ALGO;лонг;0,74;1;0,7339;stop;1;2000;-11,4;2552,5378
2022-04-17; SOL;шорт;104,82;1;105,45;Take;1;10;-6,3;2546,2378
2022-04-17; SOL;шорт;104,8;1;105,45;Take;1;10;-6,5;2539,7378
2022-04-17;LUNA;шорт;82,28;1;79,98;Take;1;10;23;2562,7378
2022-04-18;LUNA;шорт;77,55;1;78,361;Take;1;13;0;2562,7378
2022-04-18; SOL;шорт;96,15;1;96,83;stop;1;13;-8,84;2553,8978
2022-04-18;ALGO;шорт;0,7;1;0,7008;Take;1;1000;-0,8;2553,0978
2022-04-18;LUNA;шорт;78,43;1;78,959;stop;1;13;-6,929;2546,1688
2022-04-18;MATIC;лонг;1,33;1;1,354;Take;1;2500;72,5;2618,6688
2022-04-18;NEAR;лонг;12,25;1;12,2;stop;1;130;-6,89;2611,7788
2022-04-18;LUNA;шорт;78,43;1;78,96;stop;1;13;-6,942;2604,8368
2022-04-18;MATIC;лонг;1,33;1;1,3547;Take;1;2500;74,25;2679,0868
2022-04-18;NEAR;лонг;15,25;1;15,207;Take;1;130;-6,11;2672,9768
2022-04-18;LUNA;шорт;84,53;1;85,424;stop;1;18;-16,164;2656,8128
2022-04-18;BTC;шорт;39537;1;40107,1;stop;1;0,1;-57,01;2599,8028
2022-04-19;AAVE;шорт;171,23;1;172,14;stop;1;18;-16,38;2583,4228
2022-04-19;KAVA;шорт;4,33;1;4,353;stop;1;500;-14;2569,4228
2022-04-19;LUNA;шорт;90,06;1;90,48;stop;1;20;-8,4;2561,0228
2022-04-19; SOL;шорт;103,49;1;108,13;stop;1;30;-139,2;2421,8228
2022-04-19; SOL;шорт;105,14;1;108,13;stop;1;30;-89,7;2332,1228
2022-04-19;BTC;шорт;41323,2;1;41324,9;stop;1;0,1;-0,17;2331,9528
2022-04-19;BTC;шорт;41271,6;1;41359,5;stop;1;0,1;-8,79;2323,1628
2022-04-19;NEAR;шорт;17,09;1;16,998;Take;1;230;21,16;2344,3228
2022-04-19;LUNA;шорт;93,22;1;93,594;stop;1;20;-7,42;2336,9028
2022-04-19;BTC;шорт;41345;1;41430,9;stop;1;0,05;-4,295;2332,6078
2022-04-19;AVAX;шорт;79,27;1;79,545;stop;1;25;-6,875;2325,7328
2022-04-19;BTC;шорт;41473,1;1;41260;Take;1;0,1;21,31;2347,0428
2022-04-19;NEAR;шорт;17,01;1;17,024;stop;1;260;-2,6;2344,4428
2022-04-20;MATIC;шорт;1,44;1;1,4393;stop;1;1300;-2,73;2341,7128
2022-04-20;BTC;лонг;41266;1;41365,5;Take;1;0,1;9,95;2351,6628
2022-04-20;LUNA;шорт;95,05;1;95,43;stop;1;20;-7,56;2344,1028
2022-04-20;MATIC;шорт;1,45;1;1,4393;Take;1;1300;11,7;2355,8028
2022-04-20;LUNA;шорт;94,39;1;94,737;stop;1;13;-4,511;2351,2918
2022-04-20;BTC;шорт;41316,9;1;41364,4;stop;1;0,1;-4,75;2346,5418
2022-04-20;AVAX;шорт;79,02;1;79,31;stop;1;25;-7,25;2339,2918
2022-04-20;BNB;шорт;422,5;1;424,93;stop;1;5;-12,15;2327,1418
2022-04-20;BTC;шорт;41527;1;41559;stop;1;0,1;-3,2;2323,9418
2022-04-20;BTC;шорт;41523,3;1;41597,3;stop;1;0,1;-7,4;2316,5418
2022-04-20;BTC;лонг;41608,1;1;41607,8;stop;1;0,1;-0,03;2316,5118
2022-05-11;LUNA;лонг;1,3;1;0,01;hands;1;10;-13;2303,5118
2022-05-11;LUNA;лонг;1,4;1;0,01;hands;1;10;-14;2289,5118
2022-05-11;LUNA;лонг;1,5;1;0,01;hands;1;10;-15;2274,5118
2022-05-11;DOT;лонг;9,5;1;10,65;hands;1;2;2,3;2276,8118
2022-05-11;DOT;лонг;10;1;10,65;hands;1;2;1,3;2278,1118
2022-05-11;BTC;лонг;29914,9;1;30520;hands;1;0,001;0,6051;2278,7169
2022-05-11;BTC;лонг;29000;1;30520;hands;1;0,001;1,52;2280,2369
2022-05-11;BTC;лонг;30030;1;30520;hands;1;0,001;0,49;2280,7269
2022-05-11;DOT;лонг;8,3;1;10,65;hands;1;6;14,1;2294,8269
2022-05-11;DOT;лонг;8,15;1;10,65;hands;1;6;15;2309,8269
2022-05-11;DOT;лонг;8,5;1;10,65;hands;1;2;4,3;2314,1269
